FreezerID,TrayID,TrayPositionInFreezer,TrayBarcode,RackID,RackPositionInTray,WellID,SampleID,SampleBarcode,Pick
001,0001,01-01,5920499106,00001,1,A01,000001,0025558692,1
001,0001,01-01,5920499106,00001,1,A02,000002,0027959001,0
001,0001,01-01,5920499106,00001,1,A03,000003,0021679104,0
001,0001,01-01,5920499106,00001,1,A04,000004,0027963253,0
001,0001,01-01,5920499106,00001,1,A05,000005,0027974020,0
001,0001,01-01,5920499106,00001,1,A06,000006,0021679380,0
001,0001,01-01,5920499106,00001,1,A07,000007,0027922837,0
001,0001,01-01,5920499106,00001,1,A08,000008,0027985663,0
001,0001,01-01,5920499106,00001,1,A09,000009,0021676685,0
001,0001,01-01,5920499106,00001,1,A10,000010,0027959536,0
001,0001,01-01,5920499106,00001,1,A11,000011,0025560410,0
001,0001,01-01,5920499106,00001,1,A12,000012,0027959700,0
001,0001,01-01,5920499106,00001,1,B01,000013,0027973365,1
001,0001,01-01,5920499106,00001,1,B02,000014,0027923152,0
001,0001,01-01,5920499106,00001,1,B03,000015,0027970465,0
001,0001,01-01,5920499106,00001,1,B04,000016,0021544361,0
001,0001,01-01,5920499106,00001,1,B05,000017,0027962861,0
001,0001,01-01,5920499106,00001,1,B06,000018,0027935160,0
001,0001,01-01,5920499106,00001,1,B07,000019,0027922809,0
001,0001,01-01,5920499106,00001,1,B08,000020,0027933619,1
001,0001,01-01,5920499106,00001,1,B09,000021,0027933895,0
001,0001,01-01,5920499106,00001,1,B10,000022,0027923188,0
001,0001,01-01,5920499106,00001,1,B11,000023,0027933427,0
001,0001,01-01,5920499106,00001,1,B12,000024,0027959501,0
001,0001,01-01,5920499106,00001,1,C01,000025,0025170268,0
001,0001,01-01,5920499106,00001,1,C02,000026,0027964001,0
001,0001,01-01,5920499106,00001,1,C03,000027,0027964519,0
001,0001,01-01,5920499106,00001,1,C04,000028,0027927940,0
001,0001,01-01,5920499106,00001,1,C05,000029,0027969947,1
001,0001,01-01,5920499106,00001,1,C06,000030,0027964049,0
001,0001,01-01,5920499106,00001,1,C07,000031,0027933628,0
001,0001,01-01,5920499106,00001,1,C08,000032,0027959447,0
001,0001,01-01,5920499106,00001,1,C09,000033,0027959799,0
001,0001,01-01,5920499106,00001,1,C10,000034,8009163146,0
001,0001,01-01,5920499106,00001,1,C11,000035,0025452574,0
001,0001,01-01,5920499106,00001,1,C12,000036,0027966115,1
