FreezerID,TrayID,TrayPositionInFreezer,TrayBarcode,RackID,RackPositionInTray,WellID,SampleID,SampleBarcode,Pick
001,0001,01-01,5920499106,00001,1,A10,000010,0027959536,0
001,0001,01-01,5920499106,00001,5,A11,000011,0025560410,0
001,0001,01-01,5920499106,00001,2,A12,000012,0027959700,0
001,0001,01-01,5920499106,00001,2,B01,000013,0027973365,1
001,0001,01-01,5920499106,00001,1,B02,000014,0027923152,0
001,0001,01-01,5920499106,00001,4,B03,000015,0027970465,0
001,0001,01-01,5920499106,00001,1,B04,000016,0021544361,0
001,0001,01-01,5920499106,00001,6,B05,000017,0027962861,0
001,0001,01-01,5920499106,00001,2,B06,000018,0027935160,0
001,0001,01-01,5920499106,00001,5,B07,000019,0027922809,0
001,0001,01-01,5920499106,00001,1,B08,000020,0027933619,1
001,0001,01-01,5920499106,00001,2,B09,000021,0027933895,0
001,0001,01-01,5920499106,00001,3,B10,000022,0027923188,0
001,0001,01-01,5920499106,00001,6,B11,000023,0027933427,0
001,0001,01-01,5920499106,00001,2,B12,000024,0027959501,0
001,0001,01-01,5920499106,00001,3,C01,000025,0025170268,0
001,0001,01-01,5920499106,00001,2,C02,000026,0027964001,0
001,0001,01-01,5920499106,00001,4,C03,000027,0027964519,0
001,0001,01-01,5920499106,00001,1,C04,000028,0027927940,0
001,0001,01-01,5920499106,00001,6,C05,000029,0027969947,1
001,0001,01-01,5920499106,00001,6,C06,000030,0027964049,0
001,0001,01-01,5920499106,00001,4,C07,000031,0027933628,0
001,0001,01-01,5920499106,00001,5,C08,000032,0027959447,0
001,0001,01-01,5920499106,00001,1,C09,000033,0027959799,0
001,0001,01-01,5920499106,00001,4,C10,000034,8009163146,0
001,0001,01-01,5920499106,00001,3,C11,000035,0025452574,0
001,0001,01-01,5920499106,00001,2,C12,000036,0027966115,1
001,0001,01-01,5920499106,00001,1,D01,000037,0027955548,0
001,0001,01-01,5920499106,00001,1,D02,000038,0025560642,0
001,0001,01-01,5920499106,00001,1,D03,000039,0025558390,0
001,0001,01-01,5920499106,00001,1,D04,000040,0027960593,0
001,0001,01-01,5920499106,00001,2,D05,000041,0025558576,0
001,0001,01-01,5920499106,00001,3,D06,000042,0027953357,0
001,0001,01-01,5920499106,00001,4,D07,000043,0025449477,0
001,0001,01-01,5920499106,00001,5,D08,000044,0025171969,0
001,0001,01-01,5920499106,00001,6,D09,000045,0027932420,0
001,0001,01-01,5920499106,00001,6,D10,000046,0027971428,0
001,0001,01-01,5920499106,00001,5,D11,000047,0027972200,0
001,0001,01-01,5920499106,00001,4,D12,000048,0027966446,0
001,0001,01-01,5920499106,00001,3,E01,000049,0027967459,0
001,0001,01-01,5920499106,00001,3,E02,000050,0027928142,0
001,0001,01-01,5920499106,00001,2,E03,000051,0025558168,0
001,0001,01-01,5920499106,00001,1,E04,000052,0027959952,0
001,0001,01-01,5920499106,00001,1,E05,000053,8009162759,0
001,0001,01-01,5920499106,00001,3,E06,000054,8009163490,0
001,0001,01-01,5920499106,00001,6,E07,000055,8009163496,0
001,0001,01-01,5920499106,00001,1,E08,000056,0025171547,0
001,0001,01-01,5920499106,00001,1,E09,000057,0025171776,0
001,0001,01-01,5920499106,00001,1,E10,000058,0027948586,0
001,0001,01-01,5920499106,00001,6,E11,000059,0027927204,0
001,0001,01-01,5920499106,00001,6,E12,000060,0025171994,0
001,0001,01-01,5920499106,00001,4,F01,000061,0021678020,0
001,0001,01-01,5920499106,00001,5,F02,000062,0027981295,0
001,0001,01-01,5920499106,00001,1,F03,000063,0027960150,0
001,0001,01-01,5920499106,00001,4,F04,000064,8009163119,0
001,0001,01-01,5920499106,00001,3,F05,000065,8009162900,1
001,0001,01-01,5920499106,00001,2,F06,000066,8009163389,0
001,0001,01-01,5920499106,00001,1,F07,000067,8006104995,0
001,0001,01-01,5920499106,00001,1,F08,000068,8006104450,0
001,0001,01-01,5920499106,00001,1,F09,000069,8009163074,0
001,0001,01-01,5920499106,00001,1,F10,000070,0027932608,0
001,0001,01-01,5920499106,00001,2,F11,000071,0027965723,0
001,0001,01-01,5920499106,00001,3,F12,000072,0025171549,0
001,0001,01-01,5920499106,00001,4,G01,000073,0021678062,0
001,0001,01-01,5920499106,00001,5,G02,000074,0027973712,0
001,0001,01-01,5920499106,00001,6,G03,000075,8009163505,0
001,0001,01-01,5920499106,00001,6,G04,000076,8009163471,0
001,0001,01-01,5920499106,00001,5,G05,000077,8009163615,0
001,0001,01-01,5920499106,00001,4,G06,000078,0021679867,0
001,0001,01-01,5920499106,00001,3,G07,000079,0027967299,0
001,0001,01-01,5920499106,00001,3,G08,000080,8009162894,0
001,0001,01-01,5920499106,00001,2,G09,000081,8009163255,0
001,0001,01-01,5920499106,00001,1,G10,000082,8009163506,0
001,0001,01-01,5920499106,00001,1,G11,000083,8009163279,0
001,0001,01-01,5920499106,00001,3,G12,000084,0027936751,0
001,0001,01-01,5920499106,00001,6,H01,000085,0025452658,0
001,0001,01-01,5920499106,00001,1,H02,000086,8009163408,0
001,0001,01-01,5920499106,00001,1,H03,000087,8009163562,0
001,0001,01-01,5920499106,00001,2,H04,000088,8009163530,0
001,0001,01-01,5920499106,00001,3,H05,000089,8006105054,0
001,0001,01-01,5920499106,00001,4,H06,000090,8009163106,1
001,0001,01-01,5920499106,00001,5,H07,000091,8009163492,0
001,0001,01-01,5920499106,00001,6,H08,000092,8005704002,1
001,0001,01-01,5920499106,00001,6,H09,000093,8005704706,1
001,0001,01-01,5920499106,00001,5,H10,000094,8005704036,0
001,0001,01-01,5920499106,00001,4,H11,000095,8006104483,0
001,0001,01-01,5920499106,00001,3,H12,000096,0027927290,0
001,0002,01-02,7203017849,00006,3,A01,000481,0015611649,0
001,0002,01-02,7203017849,00006,2,A02,000482,0052322363,0
001,0002,01-02,7203017849,00006,1,A03,000483,0045077921,0
001,0002,01-02,7203017849,00006,1,A04,,,
001,0002,01-02,7203017849,00006,1,A05,,,
001,0002,01-02,7203017849,00006,1,A06,,,
001,0002,01-02,7203017849,00006,1,A07,,,
001,0002,01-02,7203017849,00006,1,A08,,,
001,0002,01-02,7203017849,00006,1,A09,,,
001,0001,01-01,5920499106,00001,4,A10,000010,0027959536,0
001,0001,01-01,5920499106,00001,1,A11,000011,0025560410,0
001,0001,01-01,5920499106,00001,5,A12,000012,0027959700,0
001,0001,01-01,5920499106,00001,2,B01,000013,0027973365,1
001,0001,01-01,5920499106,00001,2,B02,000014,0027923152,0
001,0001,01-01,5920499106,00001,1,B03,000015,0027970465,0
001,0001,01-01,5920499106,00001,4,B04,000016,0021544361,0
001,0001,01-01,5920499106,00001,1,B05,000017,0027962861,0
001,0001,01-01,5920499106,00001,6,B06,000018,0027935160,0
001,0001,01-01,5920499106,00001,2,B07,000019,0027922809,0
001,0001,01-01,5920499106,00001,5,B08,000020,0027933619,1
001,0001,01-01,5920499106,00001,1,B09,000021,0027933895,0
001,0001,01-01,5920499106,00001,2,B10,000022,0027923188,0
001,0001,01-01,5920499106,00001,3,B11,000023,0027933427,0
001,0001,01-01,5920499106,00001,6,B12,000024,0027959501,0
001,0001,01-01,5920499106,00001,2,C01,000025,0025170268,0
001,0001,01-01,5920499106,00001,3,C02,000026,0027964001,0
001,0001,01-01,5920499106,00001,2,C03,000027,0027964519,0
001,0001,01-01,5920499106,00001,4,C04,000028,0027927940,0
001,0001,01-01,5920499106,00001,1,C05,000029,0027969947,1
001,0001,01-01,5920499106,00001,6,C06,000030,0027964049,0
001,0001,01-01,5920499106,00001,6,C07,000031,0027933628,0
001,0001,01-01,5920499106,00001,4,C08,000032,0027959447,0
001,0001,01-01,5920499106,00001,5,C09,000033,0027959799,0
001,0001,01-01,5920499106,00001,1,C10,000034,8009163146,0
001,0001,01-01,5920499106,00001,4,C11,000035,0025452574,0
001,0001,01-01,5920499106,00001,3,C12,000036,0027966115,1
001,0001,01-01,5920499106,00001,2,D01,000037,0027955548,0
001,0001,01-01,5920499106,00001,1,D02,000038,0025560642,0
001,0001,01-01,5920499106,00001,1,D03,000039,0025558390,0
001,0001,01-01,5920499106,00001,1,D04,000040,0027960593,0
001,0001,01-01,5920499106,00001,1,D05,000041,0025558576,0
001,0001,01-01,5920499106,00001,2,D06,000042,0027953357,0
001,0001,01-01,5920499106,00001,3,D07,000043,0025449477,0
001,0001,01-01,5920499106,00001,4,D08,000044,0025171969,0
001,0001,01-01,5920499106,00001,5,D09,000045,0027932420,0
001,0001,01-01,5920499106,00001,6,D10,000046,0027971428,0
001,0001,01-01,5920499106,00001,6,D11,000047,0027972200,0
001,0001,01-01,5920499106,00001,5,D12,000048,0027966446,0
001,0001,01-01,5920499106,00001,4,E01,000049,0027967459,0
001,0001,01-01,5920499106,00001,3,E02,000050,0027928142,0
001,0001,01-01,5920499106,00001,3,E03,000051,0025558168,0
001,0001,01-01,5920499106,00001,2,E04,000052,0027959952,0
001,0001,01-01,5920499106,00001,1,E05,000053,8009162759,0
001,0001,01-01,5920499106,00001,1,E06,000054,8009163490,0
001,0001,01-01,5920499106,00001,3,E07,000055,8009163496,0
001,0001,01-01,5920499106,00001,6,E08,000056,0025171547,0
001,0001,01-01,5920499106,00001,1,E09,000057,0025171776,0
001,0001,01-01,5920499106,00001,1,E10,000058,0027948586,0
001,0001,01-01,5920499106,00001,1,E11,000059,0027927204,0
001,0001,01-01,5920499106,00001,1,E12,000060,0025171994,0
001,0001,01-01,5920499106,00001,1,F01,000061,0021678020,0
001,0001,01-01,5920499106,00001,1,F02,000062,0027981295,0
001,0001,01-01,5920499106,00001,1,F03,000063,0027960150,0
001,0001,01-01,5920499106,00001,1,F04,000064,8009163119,0
001,0001,01-01,5920499106,00001,1,F05,000065,8009162900,1
001,0001,01-01,5920499106,00001,1,F06,000066,8009163389,0
001,0001,01-01,5920499106,00001,1,F07,000067,8006104995,0
001,0001,01-01,5920499106,00001,1,F08,000068,8006104450,0
001,0001,01-01,5920499106,00001,1,F09,000069,8009163074,0
001,0001,01-01,5920499106,00001,1,F10,000070,0027932608,0
001,0001,01-01,5920499106,00001,1,F11,000071,0027965723,0
001,0001,01-01,5920499106,00001,1,F12,000072,0025171549,0
001,0001,01-01,5920499106,00001,1,G01,000073,0021678062,0
001,0001,01-01,5920499106,00001,1,G02,000074,0027973712,0
001,0001,01-01,5920499106,00001,1,G03,000075,8009163505,0
001,0001,01-01,5920499106,00001,1,G04,000076,8009163471,0
001,0001,01-01,5920499106,00001,1,G05,000077,8009163615,0
001,0001,01-01,5920499106,00001,1,G06,000078,0021679867,0
001,0001,01-01,5920499106,00001,1,G07,000079,0027967299,0
001,0001,01-01,5920499106,00001,1,G08,000080,8009162894,0
001,0001,01-01,5920499106,00001,1,G09,000081,8009163255,0
001,0001,01-01,5920499106,00001,1,G10,000082,8009163506,0
001,0001,01-01,5920499106,00001,1,G11,000083,8009163279,0
001,0001,01-01,5920499106,00001,1,G12,000084,0027936751,0
001,0001,01-01,5920499106,00001,1,H01,000085,0025452658,0
001,0001,01-01,5920499106,00001,1,H02,000086,8009163408,0
001,0001,01-01,5920499106,00001,1,H03,000087,8009163562,0
001,0001,01-01,5920499106,00001,1,H04,000088,8009163530,0
001,0001,01-01,5920499106,00001,1,H05,000089,8006105054,0
001,0001,01-01,5920499106,00001,1,H06,000090,8009163106,1
001,0001,01-01,5920499106,00001,1,H07,000091,8009163492,0
001,0001,01-01,5920499106,00001,1,H08,000092,8005704002,1
001,0001,01-01,5920499106,00001,1,H09,000093,8005704706,1
001,0001,01-01,5920499106,00001,1,H10,000094,8005704036,0
001,0001,01-01,5920499106,00001,1,H11,000095,8006104483,0
001,0001,01-01,5920499106,00001,1,H12,000096,0027927290,0
001,0002,01-02,7203017849,00006,2,A01,000481,0015611649,0
001,0002,01-02,7203017849,00006,3,A02,000482,0052322363,0
001,0002,01-02,7203017849,00006,5,A03,000483,0045077921,0
001,0002,01-02,7203017849,00006,4,E03,000484,0045077922,1
001,0002,01-02,7203017849,00006,6,B02,000484,0045077923,1
001,0002,01-02,7203017849,00006,6,A04,,,
001,0002,01-02,7203017849,00006,6,A05,,,
001,0002,01-02,7203017849,00006,6,A06,,,
001,0002,01-02,7203017849,00006,6,A07,,,
001,0002,01-02,7203017849,00006,6,A08,,,
001,0002,01-02,7203017849,00006,6,A09,,,
                                
